,Alpha_o_7DAYMADRS_corr,Alpha_s_7DAYMADRS_corr,Beta_o_7DAYMADRS_corr,Beta_s_7DAYMADRS_corr,Gamma_o_7DAYMADRS_corr,Gamma_s_7DAYMADRS_corr,Theta_o_7DAYMADRS_corr,Theta_s_7DAYMADRS_corr
18717,0.036903384,0.100399638,0.042605381,0.080334493,0.050646109,0.06631547,0.005455317,0.025427628
18718,0.053776844,0.070054317,0.054286332,0.09392342,0.05567939,0.056231306,0.00231083,0.00913573
18719,0.018722024,0.112359789,0.021826056,0.087841208,0.007408567,0.041782653,0.003253705,0.014450292
18720,0.034980752,0.051372237,0.061248764,0.034660663,0.052760013,0.007252895,0.007364527,0.000640587
18721,0.048311668,0.078488622,0.075181369,0.072495974,0.055193697,0.050766691,0.00016508,0.001698166
18722,0.043024839,0.01117049,0.047176564,0.018352577,0.076552258,0.004801813,0.012684732,0.009820842
18723,0.038149219,0.07897321,0.087880762,0.050840372,0.052828477,0.030153156,0.000363541,0.000633068
18724,0.075953134,0.071223432,0.116124131,0.082333884,0.115882998,0.083770008,0.004621076,0.012713292
18725,0.023666794,0.001419241,0.006060195,0.004294283,0.041161219,0.008175407,0.01272402,0.02041269
18726,0.022697978,0.051276639,0.049140895,0.044234915,0.058647349,0.030392342,0.002158247,0.00155459
18727,0.099496596,0.006010867,0.13339337,0.010081156,0.152756908,0.010557639,0.001848316,0.007232876
18728,1.29E-05,0.02754551,0.034102716,0.032953246,0.016421114,0.023084809,0.074555301,0.001428205
18729,0.004655051,0.049816019,1.51E-05,0.047891933,0.001872866,0.033184572,0.098673373,3.83E-05
18730,0.039982175,0.018666831,0.003448148,0.02949443,0.005041272,0.01168801,0.006042926,0.025258538
18731,0.003379695,0.030814749,0.005433097,0.020270334,0.001202898,0.011787214,0.116580974,0.010543065
18732,0.011980737,0.003361378,0.006288712,0.007041684,0.000270381,0.021522088,0.010861137,0.039718689
18733,0.010646648,0.032294118,0.00840791,0.027093469,7.98E-05,0.018814013,0.010020964,6.83E-05
18734,0.000103515,0.003012518,0.052951348,0.001581632,0.004709622,0.000262203,0.089979956,0.033120455
18735,0.058413038,0.068071881,0.01736584,0.060706756,0.045475785,0.051758258,0.000274912,0.004748836
18736,0.022915019,0.003064416,0.011709755,0.00194428,0.004807243,0.000717005,0.050805482,0.091461968
18737,0.01650212,0.038886729,8.58E-05,0.030940189,0.005964874,0.030367934,0.023175277,0.00144464
18738,1.41E-06,0.062315324,0.015649741,0.059958026,0.000902907,0.04138167,0.097904503,0.010653326
18739,0.002038548,0.077087616,0.005530253,0.060715123,0.001778391,0.031548343,0.01689607,0.004207743
18740,0.000334833,0.034178098,0.010361674,0.013596017,0.002012922,0.003807828,0.091165185,4.80E-05
18741,2.78E-07,0.096708984,0.000345244,0.073297847,0.007504563,0.042223569,0.043335354,0.006043813
18742,0.008301558,0.018669434,0.039340732,0.014294801,0.000265965,0.004750964,0.23899843,0.000623334
18743,0.000137246,0.073422524,0.000335634,0.044316936,0.00276563,0.022559115,0.059704284,0.001220053
18744,0.009354432,0.073085983,0.000189845,0.063391522,0.005575084,0.06689547,0.006713811,0.013604232
18745,6.73E-05,9.34E-05,0.036347217,0.007202547,0.00294249,0.000187758,0.086225479,0.05155108
18746,0.000351155,0.041770293,0.010563107,0.024187426,0.000754893,0.022055674,0.034951121,0.000249182
18747,0.006855213,0.015451396,1.20E-05,0.010823515,0.01702775,0.012834453,0.0466867,0.000784559
18748,0.002648072,0.071709988,0.015163649,0.080390334,0.00150517,0.052465539,0.02012699,0.009944418
18749,0.014900918,0.062009488,0.001202446,0.040909015,1.04E-07,0.026342306,0.001199152,0.004037527
18750,0.003082155,0.046899277,0.007333475,0.024049712,0.005356407,0.012386735,0.037116423,0.002022607
18751,0.031835569,0.064562676,0.027235896,0.04621091,0.013740691,0.038340763,0.00377066,0.005934698
18752,0.005497169,0.014355248,0.000412421,0.008982974,0.000461542,0.00656089,0.079726415,0.000197407
18753,0.030931398,0.052178363,0.029315036,0.020961531,0.009271838,0.016623359,0.004618042,9.63E-05
18754,0.010004084,0.09230816,0.000152158,0.078690728,0.005896253,0.071949154,0.001351072,0.028198971
18755,9.11E-05,0.003548795,0.018335859,5.69E-05,0.001968613,0.003382968,0.054698739,0.006475634
18756,0.001508408,0.058022761,0.003662597,0.030869208,3.43E-05,0.023645476,0.017568161,0.006816376
18757,0.03661316,0.014589014,0.016215996,0.009541377,0.031643815,0.017878994,0.009673236,7.52E-05
18758,0.032858925,0.039871468,0.034350806,0.038967277,0.020543023,0.031184882,0.000152243,0.000175077
18759,0.000172669,0.007019029,0.006420621,0.000556196,4.44E-05,0.000150449,0.101835895,0.00417166
18760,0.033841209,0.018461032,0.043703643,0.004180534,0.019045126,0.000887886,0.000692451,0.007509478
18761,0.03135304,0.000257196,0.042914268,0.000412854,0.042004468,0.000762597,0.004039917,0.04102651
18762,0.003192748,0.007565327,0.001566208,0.00085986,0.011408588,0.007757873,0.034347833,0.001765145
18763,0.009209671,0.07092986,0.003275157,0.076461833,7.46E-06,0.053194483,0.030530242,0.013807033
18764,0.051204666,0.108457662,0.09855642,0.10432342,0.112470346,0.082552728,0.001502214,0.041369571
18765,0.059384321,0.061288735,0.068291302,0.082109267,0.044207045,0.041489515,0.000106929,0.001232089
18766,0.022845573,0.110674192,0.012101984,0.101802423,0.03210367,0.062368958,0.020676803,0.019552877
18767,0.035312472,0.04452474,0.007082449,0.073042295,0.038540592,0.094605261,0.012633059,0.000571192
18768,0.018203173,0.061461286,0.000586391,0.060276476,0.019116771,0.041138855,0.002361786,0.013126606
18769,0.007659001,0.034212755,0.003938326,0.036396317,0.006272903,0.029987003,0.009920519,0.000144472
18770,0.109934428,0.100604459,0.168610101,0.111109032,0.25390668,0.099834913,0.037326354,0.041018147
18771,0.088418997,0.004918171,0.040956952,0.021983735,0.105780164,0.029179423,0.023401713,0.014515303
18772,0.046935402,0.077887093,0.02802314,0.095068663,0.073559311,0.0848248,4.30E-05,0.014888972
18773,0.018821233,0.099089085,0.030358717,0.102779526,0.074550398,0.073431091,0.002247761,0.037728853
18774,0.007892187,0.124498007,0.004428455,0.107475336,0.005289416,0.059961265,0.00609947,0.033543165
18775,0.008823329,0.072210855,0.012501632,0.049917863,0.044053775,0.022008725,0.012127711,0.009536277
18776,0.016007487,0.115444447,0.056044336,0.105049805,0.113174253,0.075530203,0.00246198,0.02818382
18777,0.006750384,0.04109296,0.003661899,0.048894558,0.101110385,0.025589133,0.026062545,0.002559149
18778,0.011137204,0.109500216,0.050098924,0.084871194,0.087807594,0.049543407,0.008090032,0.017483251
18779,0.037352074,0.095767354,0.073330961,0.100045137,0.138931331,0.096819893,0.008126734,0.035985818
18780,0.010398168,0.010269377,0.000845167,0.009721335,0.066601051,0.016081693,0.004093508,0.004633097
18781,0.008942345,0.066299533,0.01632828,0.055942782,0.051835515,0.042654971,0.002567661,0.009509819
18782,0.034120754,0.029284632,0.044419074,0.04162936,0.16036708,0.038511449,0.000201216,0.002693526
18783,0.06144394,0.101834195,0.02481898,0.118763275,0.039994394,0.0926731,0.012632986,0.03496798
18784,0.044820923,0.086796073,0.038866998,0.071778687,0.016352228,0.048862962,0.005878267,0.02020882
18785,0.05146067,0.066955428,0.057756546,0.046530518,0.034265571,0.03181482,0.005537439,0.009416632
18786,0.117629487,0.076112892,0.160678253,0.075293377,0.120232989,0.069304154,0.032857074,0.018020169
18787,0.073086512,0.039116196,0.109708218,0.04067937,0.12358723,0.0363552,0.002732567,0.006361501
18788,0.106070685,0.06939397,0.211431643,0.047886621,0.122612882,0.040137442,0.032113445,0.005601079
18789,0.072099488,0.099244116,0.067118482,0.107031455,0.097775603,0.107660213,0.029255313,0.04343356
18790,0.021364184,0.025405131,0.007394074,0.027998019,0.06938582,0.037508783,0.001880662,0.003201638
18791,0.033926685,0.067608759,0.059276117,0.049927739,0.068763314,0.042922767,0.007590569,0.012144475
18792,0.134119053,0.024475402,0.188553697,0.033591112,0.220932778,0.050254692,0.033757805,0.005330935
18793,0.050892553,0.088626574,0.109283566,0.098453808,0.096639036,0.071030311,0.013813572,0.012411478
18794,0.010890044,0.029902382,0.021981314,0.036433891,0.065425502,0.021455966,0.007898757,0.000815499
18795,0.060520766,0.042664258,0.149894018,0.032660397,0.091760711,0.019158112,0.009626617,0.00019961
18796,0.050808562,0.008910682,0.134246216,0.012395202,0.160292885,0.007372533,0.00164686,0.003601283
18797,0.039945106,0.014844789,0.06943995,0.025581799,0.118185906,0.039147956,0.000687522,0.000488841
18798,0.018120008,0.038442382,0.001553171,0.068798528,0.014698281,0.054076196,3.77E-05,0.001071789
18799,0.019279039,0.053786407,0.008781375,0.052134988,0.006360975,0.032327555,0.001406505,0.00469132
18800,0.009041055,0.028708527,0.000592446,0.022248055,0.003669241,0.013297281,0.011364125,0.001022018
18801,0.058615787,0.050225482,0.097687148,0.059758023,0.078575009,0.043754981,0.004868426,0.002553896
18802,0.038429427,0.003217354,0.038810051,0.010637686,0.068321102,0.008188382,0.003965918,0.00859044
18803,0.044361892,0.03768477,0.069329295,0.032756722,0.03304116,0.025607634,0.000801476,0.002100153
18804,0.031195611,0.054734334,0.015336805,0.066656036,0.049775333,0.061545396,0.007440708,0.007930329
18805,0.003387068,0.001131278,0.00594491,0.001304858,0.00803442,0.004180848,0.02342403,0.014484452
18806,0.0076166,0.033567283,0.003066481,0.020506225,0.027407507,0.009798678,5.22E-05,0.00040837
18807,0.05181576,0.00606313,0.069137474,0.011028429,0.152393848,0.011116153,0.002999748,0.004484045
18808,0.020967165,0.059748597,0.026264578,0.066420309,0.038132742,0.042413573,0.000216309,0.006934677
18809,0.000305429,0.010816638,0.001874313,0.007472757,0.007057492,0.004465673,0.052547719,0.000893822
18810,0.021163343,0.032014423,0.03549446,0.020843814,0.022592308,0.009791422,9.02E-05,0.000318941
18811,0.008263827,0.011250719,0.029534935,0.011818982,0.082884591,0.002639978,0.012829468,0.002969445
18812,0.009304113,0.007987259,0.006700591,0.004495645,0.042657483,0.00807982,0.006826309,0.001367433
18813,0.048343096,0.056556001,0.027602605,0.074872502,0.024758717,0.057700348,0.007949301,0.010561237
18814,0.004650772,0.025915548,0.010652721,0.046989616,0.000508522,0.028450602,0.024224161,0.007345078
18815,0.035280615,0.03796533,0.036553224,0.025719555,0.017550265,0.017273917,0.004278166,0.000377417
18816,0.053033221,0.008222276,0.066859355,0.010923052,0.068811857,0.00910735,0.001429602,0.001055364
18817,0.007451454,0.031969486,6.24E-07,0.038648252,0.023195767,0.032156938,0.006407649,0.011469806
18818,0.020355677,0.001777728,0.026132844,0.004654977,0.026944297,0.003893283,0.000402526,0.011473836
18819,0.007402032,0.021941147,0.000193843,0.042606973,0.000421712,0.03460754,0.020058108,4.59E-06
18820,0.024242711,0.045862593,0.045471597,0.070205447,0.085688947,0.068732999,0.008890727,0.009266808
18821,0.021933155,0.035281022,0.035064129,0.063780822,0.040985865,0.033712053,0.00837073,0.000327458
18822,0.002322713,0.040231324,0.004695887,0.050772026,0.030718909,0.032959186,0.042003699,1.37E-06
18823,0.024672206,0.006452698,0.003758396,0.033905873,0.033304812,0.070602741,0.006630626,0.017991158
18824,0.002679723,0.027787608,4.50E-06,0.035184871,0.024224659,0.026494348,0.008102848,0.001132896
18825,7.71E-05,0.006501612,0.012858666,0.011463358,0.003798622,0.012089073,0.045519377,0.014146252
18826,0.042284814,0.061705243,0.096027145,0.080537477,0.238699916,0.080838491,0.009602636,0.018106348
18827,0.03444217,0.000296794,0.006910505,0.006262099,0.064113883,0.014250217,0.003188894,0.054806591
18828,0.005363897,0.040708861,0.01257468,0.052891098,0.08649881,0.049530304,0.014807672,0.001337183
18829,0.015352153,0.049914731,0.037665316,0.076880742,0.090684959,0.076640489,0.000800881,0.011136851
18830,0.000125298,0.094666527,0.003485765,0.093449527,0.009720375,0.058281835,0.019650258,0.026713933
18831,0.000893157,0.033841261,0.015095069,0.024947539,0.067335939,0.0110844,0.019789902,0.000265551
18832,6.61E-06,0.11327961,0.023550808,0.112583523,0.094716133,0.086515658,0.012083503,0.027925485
18833,0.000688302,0.01711452,0.008100328,0.02778675,0.121327326,0.014010595,0.028461408,0.00115672
18834,0.001232559,0.096221497,0.012123094,0.081387531,0.070424237,0.050462697,0.032876739,0.012852987
18835,0.009346866,0.070672115,0.065483926,0.078011541,0.167307256,0.098222739,0.001146045,0.021214983
18836,0.003313042,0.000601271,0.000303334,0.002859108,0.051865956,0.010855305,0.005962244,0.026221187
18837,4.29E-05,0.038811006,0.010273151,0.032075474,0.082499606,0.029604222,0.01290385,0.001280472
18838,0.004833447,0.02107689,0.043441723,0.026952868,0.195773723,0.023056812,0.005290801,7.86E-05
18839,0.025882755,0.077034723,0.024139184,0.1075809,0.051328213,0.098940613,0.005838545,0.019031558
18840,0.011473836,0.086648869,0.028350814,0.074897252,0.015203392,0.056107789,7.53E-05,0.025068321
18841,0.007330412,0.052342563,0.026063459,0.038268609,0.037199427,0.026566392,0.002160297,0.005314089
18842,0.04334928,0.082641135,0.111527017,0.085573792,0.092531572,0.086571979,0.008284715,0.023369482
18843,0.028599514,0.020306626,0.070039125,0.032409407,0.124769508,0.031600948,0.00054646,0.000762308
18844,0.025838621,0.072104963,0.128462219,0.053202482,0.111097776,0.043369247,0.001110283,0.007480872
18845,0.013358131,0.098876693,0.045158788,0.103483025,0.119629888,0.111647836,0.006588866,0.040934962
18846,0.004523251,0.01000354,0.002062991,0.016597776,0.079233057,0.028739151,0.006076944,0.000268077
18847,0.001202314,0.05630504,0.022249052,0.041883632,0.073339544,0.038812873,0.001291756,0.008273287
18848,0.049436124,0.01962665,0.126661543,0.030488939,0.234412946,0.045304884,0.003567378,0.003322559
18849,0.022923548,0.090186303,0.066274473,0.11896147,0.072718714,0.09901355,0.002458558,0.019428061
18850,0.004793402,0.013276287,0.007825558,0.034518343,0.049541924,0.028356916,0.00960426,0.000588617
18851,0.017072991,0.044806114,0.081221216,0.03918344,0.080276508,0.022695742,4.03E-06,0.000802334
18852,0.014453812,0.010586802,0.075350809,0.025202263,0.128949187,0.016195241,0.001539568,0.003413897
18853,0.010614678,0.011175568,0.03125321,0.028595736,0.098611851,0.048918384,0.00170456,2.71E-05
18854,0.014422323,0.002156813,1.81E-05,0.025708999,0.006104246,0.03939326,0.000746036,0.029497623
18855,0.005351999,0.021857099,0.000304799,0.033611625,0.004337251,0.024131563,0.009315145,5.79E-06
18856,1.90E-05,0.002375994,0.003622955,0.00260752,0.000350672,0.002420868,0.048170436,0.027001186
18857,0.025436526,0.019585192,0.052005779,0.039983384,0.05881911,0.042979828,7.01E-09,0.002602772
18858,0.003662428,0.003087393,0.00109415,1.87E-05,0.024575825,0.001023698,0.065324017,0.055479656
18859,0.008342755,0.008736705,0.023610415,0.010801038,0.026277483,0.013213172,0.006297197,0.024343737
18860,0.011549564,0.020450399,0.002975424,0.033717353,0.036551855,0.050471074,0.000605881,0.000275984
18861,0.00110209,0.006763802,0.031521688,0.008710287,0.000824455,0.000236312,0.067362096,0.07373526
18862,5.51E-05,0.007974627,0.001208827,0.003794936,0.01775929,0.002706611,0.017098158,0.012318624
18863,0.012182672,5.23E-05,0.018703504,0.000826135,0.111502929,0.004299579,0.010389472,0.019837347
18864,0.014285847,0.02760199,0.026413436,0.043146703,0.03890392,0.04578196,8.51E-07,8.99E-05
18865,0.000234757,8.59E-05,0.007409946,0.000799979,0.004057252,3.02E-05,0.071002611,0.025866629
18866,0.003615399,0.013405807,0.020125859,0.006304665,0.028066881,0.00315756,0.007107562,0.005203592
18867,0.001018377,0.001533645,0.025274845,0.001948827,0.086509159,0.00035986,0.029577238,0.014188251
18868,4.00E-05,0.001632885,5.89E-05,1.44E-06,0.030479769,0.004846847,0.035177649,0.007731855
18869,0.018635652,0.043832244,0.017156512,0.065933843,0.024086273,0.063892012,0.001142296,0.007036649
18870,0.000189369,0.006636202,0.022466824,0.020471624,0.000914432,0.013961716,0.047600474,4.72E-05
18871,0.006809707,0.026560876,0.01784929,0.01718533,0.017594947,0.012391821,0.001132966,7.09E-05
18872,0.012236331,0.003793293,0.047054605,0.004457681,0.074349441,0.004827821,0.004352214,0.002830306
18873,0.000988723,0.019890914,0.002609309,0.019858718,0.028909162,0.020979691,0.037002411,0.007147899
18874,0.004049598,0.000377359,0.013032745,0.00167426,0.033772415,0.001898086,0.006314749,0.017333567
18875,0.029172355,0.019614596,0.024620018,0.0846675,0.056919735,0.089223578,0.013574432,0.000580877
18876,0.011272328,0.042258399,0.029660788,0.068002951,0.031574702,0.044385675,0.000619874,0.00610206
18877,0.006184678,0.013440975,0.017714948,0.022349266,0.036164065,0.016386645,3.59E-08,0.009616599
18878,0.064718727,0.031654136,0.163012398,0.080470301,0.170931654,0.075870001,0.036323212,0.000984694
18879,0.023440508,0.000459568,0.063870096,0.01754732,0.156164943,0.019583933,0.002692715,0.024162195
18880,0.038009775,0.017361298,0.141673691,0.036756407,0.116867082,0.033754009,0.015635631,0.008128814
18881,0.03099519,0.030623491,0.044925264,0.08144945,0.106972219,0.100557421,0.025223302,0.002581413
18882,0.010923789,0.001550963,0.006815004,2.27E-05,0.064965951,0.00888173,0.000448838,0.036509829
18883,0.003747581,0.01270669,0.01883401,0.019659842,0.07496558,0.015931259,0.000817841,0.007642531
18884,0.047584524,0.000543674,0.111951809,0.016691772,0.24408153,0.026603702,0.019097107,0.011551759
18885,0.011314577,0.065417196,0.064635145,0.108057465,0.114723426,0.078294121,0.000878045,0.016646345
18886,0.001000336,0.002893239,0.005546946,0.008886753,0.078743679,0.006353253,0.007580256,0.010881685
18887,0.00689149,0.029980579,0.07151618,0.031708533,0.084564312,0.018123239,0.000564216,4.78E-05
18888,0.007484879,0.006325645,0.076802577,0.019148317,0.175358115,0.009518658,0.001210629,0.004959601
18889,0.005603363,0.002599781,0.020711658,0.009130366,0.123004536,0.018648672,0.00060869,0.004899622
18890,0.049095559,0.070183063,0.094561849,0.118550861,0.105875122,0.098088453,0.025344945,0.023867546
18891,0.006184427,0.027022364,0.006511095,0.066802956,0.07331696,0.04449658,0.004675929,0.009423972
18892,0.023359852,0.046525443,0.110183609,0.041124106,0.101756396,0.02621915,0.006592728,0.004679061
18893,0.038561704,0.016449143,0.120868372,0.036419433,0.182948642,0.02961138,0.0122625,4.29E-05
18894,0.01275973,0.023814723,0.030496723,0.051994107,0.135925002,0.053678114,5.08E-05,0.012112682
18895,0.008288863,0.010094951,0.042700084,0.034335384,0.084650104,0.025925144,0.000138994,0.001528631
18896,0.03731954,0.008076691,0.024076452,0.063504423,0.033058591,0.062317239,0.008253506,0.001652644
18897,0.002558255,0.001662837,0.004394463,0.006446035,0.0078283,0.00845542,0.020927139,0.02826115
18898,0.011278159,0.005602382,0.017319927,0.013916309,0.025994228,0.00774986,0.00019765,0.016735437
18899,0.024039233,0.001822883,0.040454752,0.004402125,0.090837256,0.004133166,0.000172445,0.033203976
18900,0.004479531,1.01E-05,0.000341875,0.004104567,0.040954224,0.006480571,0.006804946,0.011888202
18901,0.004600101,6.41E-05,0.004512415,0.003318498,0.029086536,0.002333924,0.006416614,0.017938294
18902,0.016232321,0.005153094,0.010423362,0.029548364,0.028042854,0.024763934,0.000160181,1.09E-05
18903,0.046801207,0.029827068,0.000594186,0.024216655,5.82E-05,0.003343238,0.015593878,0.002232103
18904,0.000844702,0.137726309,0.019821358,0.08546384,0.048949911,0.019897276,0.014287188,0.037452535
18905,0.023588455,0.073892054,0.000208829,0.052175133,0.021826445,0.01962367,0.006196313,0.005559102
18906,0.011657799,0.119916943,0.008502052,0.080422599,0.004721171,0.033215938,0.000897889,0.031163042
18907,0.006891929,0.10615464,4.48E-06,0.063931644,0.000320522,0.017662491,1.29E-06,0.019895582
18908,0.012563889,0.092324298,0.007693743,0.069480524,0.009075098,0.027512144,0.001012085,0.010764711
18909,0.054421455,0.134250419,0.013216609,0.067634791,1.01E-05,0.013022608,0.004060297,0.039998044
18910,0.07326188,0.067025602,0.024468054,0.033919251,0.001095478,0.0116536,0.034733773,0.006070441
18911,0.086873936,0.118944918,0.017064088,0.067568764,0.007900518,0.033515751,0.023444408,0.040955895
18912,0.099574715,0.101009287,0.049498802,0.052758658,0.024271863,0.014747762,0.031298956,0.02559613
18913,0.068231385,0.089056609,0.011666068,0.056257048,0.001138995,0.027022782,0.01237875,0.01525633
18914,0.111790519,0.086533584,0.110327648,0.051841853,0.012913575,0.010733024,0.048752394,0.00447504
18915,0.087409747,0.079220497,0.041712267,0.054445439,0.012444601,0.020120349,0.00959479,0.001091182
18916,0.01336418,0.128837124,0.013099591,0.061656649,0.000201961,0.013542131,0.008146687,0.021097326
18917,0.093005447,0.086453847,0.058762991,0.055923523,0.017851482,0.014127788,0.021650429,0.000548285
18918,0.114734119,0.074372001,0.078792794,0.070781882,0.013839462,0.047504874,0.048945714,0.005831278
18919,0.096071542,0.079260356,0.100072431,0.042108038,0.024901061,0.014697818,0.038974003,0.007262156
18920,0.061570948,0.047035201,0.029180899,0.031791564,0.002418419,0.011230174,0.01190498,2.17E-05
18921,0.147479026,0.081386336,0.095257157,0.058344196,0.049132806,0.032029444,0.032092369,0.006643571
18922,0.084925229,0.009635754,0.052115467,0.001964675,0.028334998,8.67E-05,0.006150782,0.021245296
18923,0.092320581,0.072301865,0.076296841,0.050884245,0.043818893,0.020191998,0.028463512,0.00040588
18924,0.112196595,0.022399451,0.00871828,0.014089764,0.000158,5.80E-05,0.019928386,0.005710078
18925,0.03579258,0.020571469,0.017359014,0.013971394,0.01496083,0.000539416,0.001928596,0.005603371
18926,0.04118219,0.034826198,3.79E-05,0.02115977,9.95E-05,0.003220035,0.00426286,0.003449796
18927,0.152413589,0.022968067,0.052534461,0.014858019,0.041630559,0.000260009,0.053481224,0.003797189
18928,0.042197632,0.016237801,0.007867945,0.007241378,0.008913137,0.000153187,8.62E-06,0.014308979
18929,0.09706758,0.045801917,0.017742998,0.021858765,0.001762275,0.000963773,0.024729305,0.000116603
18930,0.000103935,0.096179139,0.048842834,0.068527671,0.014105765,0.01817239,0.052698394,0.017537377
18931,0.012459099,0.09811798,0.002743491,0.043828491,8.46E-08,0.004604523,0.004914869,0.008538125
18932,0.014415545,0.073503731,0.019913384,0.0463926,0.019812256,0.00796989,0.015350806,0.003239854
18933,0.02618132,0.051021581,0.015820542,0.030480774,0.010650712,0.014643314,0.000599513,7.73E-05
18934,0.083072682,0.048666635,0.044582682,0.018885167,0.012116022,0.001696977,0.024786276,0.001695952
18935,0.015978788,0.02911057,0.045049313,0.011817304,0.057586953,0.001022776,0.004736357,0.004157737
18936,0.022839139,0.092339961,0.002280553,0.058225604,0.003740936,0.024589676,2.92E-05,0.016679765
18937,0.010988989,0.009756485,0.044800845,0.00031922,0.013703296,0.003305688,0.049461687,0.015936622
18938,0.029627895,0.059312165,0.003460674,0.033425699,0.003590994,0.008091451,0.000575643,0.000362882
18939,0.191739066,0.054937969,0.026348295,0.024530887,0.000750309,0.00487744,0.061847725,0.001686251
18940,0.028365784,0.114990264,1.62E-05,0.053311935,0.00034567,0.01645753,0.001392176,0.028211443
18941,0.162914688,0.086781803,0.078403329,0.024341993,0.013856846,0.001769269,0.02409192,0.00577521
18942,0.082789598,0.089544817,0.012737583,0.030961731,0.000475804,0.00451947,0.002348552,0.009012701
18943,0.085360352,0.06412546,0.000703761,0.0325252,2.73E-06,0.015012316,0.02488162,0.000850584
18944,0.173639826,0.048884893,0.090885399,0.014895244,0.024977753,0.002378139,0.072248632,0.00373153
18945,0.040587234,0.04514358,0.009773066,0.014938002,0.015208097,0.002095021,0.000348779,2.52E-05
18946,0.121390262,0.105719336,0.052511669,0.049266303,0.018859962,0.02555026,0.026488608,0.027168254
18947,0.067473066,0.01545178,4.25E-05,0.000929445,0.000677387,0.000163756,0.003088576,0.003777614
18948,0.114618818,0.065247666,0.058231921,0.024968814,0.016130885,0.009091175,0.029640963,0.00252024
18949,0.076226312,0.055273456,0.031049387,0.023632137,0.002694919,0.005327538,0.000778697,0.000615344
18950,0.118401941,0.081692962,0.046655787,0.035478052,0.004353697,0.004434742,0.010983883,0.004124096
18951,0.081648352,0.037166994,0.032828731,0.007254159,9.99E-05,0.00087784,0.000602349,0.000949398
18952,0.031004469,0.075495373,0.033006038,0.026448874,0.016185866,0.003629758,0.001776288,0.00011408
18953,0.039156628,0.002949669,0.003756437,0.000153824,0.00047066,0.006213136,0.024815013,0.028165574
18954,0.079323518,0.059836862,0.050505618,0.019350298,0.01296441,0.000601008,8.51E-05,0.000136496
18955,0.137458966,0.066838557,0.096447799,0.028242774,0.025257715,0.015908638,0.023679944,0.003581131
18956,0.0191284,0.00722723,0.063092163,0.00074695,0.015158652,0.000399354,0.034896885,0.012036447
18957,0.068050354,0.036722676,0.029200804,0.013852507,0.003170128,0.001768827,0.004053839,0.000258977
18958,0.123031691,0.00062895,0.082846702,0.001365072,0.036216219,0.003550632,0.000342501,0.026246803
18959,0.199682832,0.07100358,0.133418265,0.047386412,0.044923951,0.017008952,0.165751619,0.008818434
18960,0.087988857,0.053856307,0.01338801,0.03258057,0.003802915,0.014360814,0.093468124,0.00446436
18961,0.156919001,0.070641417,0.089211137,0.052854053,0.078114734,0.043867453,0.14327095,0.020701914
18962,0.265753572,0.046490016,0.206187009,0.03719218,0.15328612,0.016362678,0.160260721,0.002392913
18963,0.101414627,0.057850455,0.022727305,0.047127412,0.011284409,0.039653031,0.074734324,0.004694873
18964,0.131455036,0.097442458,0.094285447,0.071417023,0.010159406,0.026114393,0.101458131,0.030848597
18965,0.040580773,0.120320196,0.02977231,0.084499879,0.059310153,0.046569518,0.025321747,0.038419008
18966,0.04882007,0.12635915,0.03180736,0.081504063,0.012207958,0.030847276,0.001188803,0.044970111
18967,0.042903672,0.123942665,0.02399864,0.094052461,0.035323734,0.044540388,0.020092257,0.030030432
18968,0.086550197,0.083051968,0.046448864,0.067717713,0.041823149,0.05862179,0.057816327,0.034116038
18969,0.138200466,0.078498145,0.119743405,0.052759983,0.053914015,0.023835564,0.078535475,0.023451278
18970,0.04131444,0.062626973,0.005287951,0.038059734,2.30E-05,0.023790216,0.01005678,0.008751509
18971,0.105940652,0.100269214,0.116889161,0.074435962,0.155949042,0.051848415,0.07129596,0.030574387
18972,0.036952568,0.0409586,0.013043775,0.01567473,0.080671814,0.005011399,0.004562748,0.001959528
18973,0.082356329,0.082721916,0.06109004,0.072292256,0.082663813,0.045176926,0.043043656,0.013534078
18974,0.265198245,0.100776828,0.178742872,0.056491179,0.022441838,0.026160425,0.213998647,0.028473564
18975,0.195613892,0.130970033,0.133202124,0.079019567,0.078286942,0.046256175,0.131467792,0.057130461
18976,0.25410593,0.123416164,0.158700804,0.067199412,0.055924903,0.026154634,0.084069498,0.042020339
18977,0.176190788,0.130246369,0.125541954,0.085032293,0.054496797,0.041377835,0.12588647,0.040348946
18978,0.158611523,0.101556384,0.104689806,0.072023962,0.077969029,0.055708351,0.143204059,0.03848695
18979,0.259882702,0.074154219,0.238632192,0.037400662,0.123848782,0.017338827,0.178272566,0.020533731
18980,0.079713048,0.08316662,0.040714566,0.041234028,0.015825058,0.024371022,0.047879295,0.018274541
18981,0.286017094,0.110966658,0.203546673,0.078308473,0.184505949,0.057231806,0.167160624,0.05315176
18982,0.182960411,0.040085519,0.116174431,0.021295595,0.08919709,0.018096016,0.102730467,0.006169464
18983,0.207594303,0.090474644,0.148370712,0.073384121,0.113978535,0.053010585,0.12451764,0.024487883
18984,0.169592087,0.0921984,0.190163681,0.075669787,0.072544951,0.043681277,0.124898517,0.026028204
18985,0.145258755,0.126900287,0.124621911,0.081630746,0.033047671,0.030124104,0.038667635,0.040841558
18986,0.136678044,0.071313408,0.185768519,0.038503112,0.083987019,0.009376022,0.078140428,0.006124039
